tenure,Contract,InternetService,PaymentMethod,SeniorCitizen,Partner,Dependents,PaperlessBilling,PhoneService,OnlineSecurity,TechSupport,OnlineBackup,DeviceProtection,StreamingTV,StreamingMovies,MonthlyCharges,TotalCharges,Churn
49,Two year,DSL,Bank transfer,0,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,67.47,3358.22,No
21,Month-to-month,Fiber optic,Credit card,0,No,No,Yes,Yes,No,No,No,Yes,Yes,No,80.28,1645.32,Yes
4,Month-to-month,Fiber optic,Electronic check,1,Yes,No,No,Yes,No,No,No,Yes,No,Yes,74.26,308.43,Yes
36,Month-to-month,Fiber optic,Electronic check,0,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,86.77,3123.5,No
41,One year,No,Credit card,0,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.31,715.26,No
54,Two year,Fiber optic,Electronic check,0,Yes,No,No,Yes,No,No,Yes,Yes,No,No,76.49,4025.13,No
8,Month-to-month,No,Bank transfer,0,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.65,164.81,No
47,One year,DSL,Mailed check,0,No,No,Yes,Yes,No,No,Yes,No,Yes,No,58.6,2660.88,Yes
40,Month-to-month,DSL,Electronic check,0,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,63.93,2549.96,No
61,Month-to-month,Fiber optic,Electronic check,0,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,95.23,5699.03,Yes
3,Month-to-month,DSL,Credit card,0,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,60.95,181.54,No
16,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,75.97,1272.4,No
23,Two year,DSL,Bank transfer,0,No,No,Yes,Yes,Yes,No,No,No,Yes,No,58.51,1310.9,No
29,Month-to-month,Fiber optic,Bank transfer,0,No,No,Yes,No,No,Yes,No,No,No,Yes,76.1,2170.29,No
32,Two year,Fiber optic,Bank transfer,0,Yes,No,Yes,No,No,No,Yes,No,No,Yes,79.7,2455.47,No
42,One year,DSL,Mailed check,1,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,63.82,2668.6,No
38,Month-to-month,Fiber optic,Electronic check,0,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,81.0,3009.86,Yes
11,Month-to-month,Fiber optic,Credit card,0,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,89.22,974.13,Yes
39,Two year,No,Electronic check,1,No,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.34,761.7,No
39,Month-to-month,Fiber optic,Electronic check,0,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,75.32,2978.84,Yes
65,Two year,Fiber optic,Credit card,0,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,86.77,5553.33,No
0,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,No,No,No,No,No,Yes,Yes,78.19,81.06,Yes
40,One year,Fiber optic,Electronic check,1,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,92.77,3636.36,No
40,Two year,DSL,Credit card,0,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,74.43,2928.2,Yes
35,Month-to-month,Fiber optic,Electronic check,0,No,No,No,Yes,No,No,No,Yes,No,No,68.69,2401.9,Yes
20,Month-to-month,DSL,Electronic check,1,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,68.16,1427.16,Yes
72,Two year,DSL,Mailed check,0,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,61.23,4525.43,No
3,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,78.42,240.19,Yes
22,Month-to-month,No,Credit card,0,No,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.97,413.27,Yes
18,Month-to-month,No,Bank transfer,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,334.64,No
22,Month-to-month,Fiber optic,Credit card,0,No,No,No,No,Yes,No,Yes,No,Yes,Yes,89.46,1984.55,No
45,Two year,Fiber optic,Electronic check,0,Yes,No,No,Yes,Yes,No,No,No,No,Yes,78.36,3697.61,No
18,Two year,Fiber optic,Bank transfer,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,102.5,1932.11,No
29,Month-to-month,Fiber optic,Electronic check,1,No,No,Yes,Yes,No,Yes,No,No,No,Yes,76.88,2271.4,Yes
55,Two year,DSL,Credit card,0,No,No,Yes,Yes,No,No,No,Yes,No,No,57.85,3239.61,No
5,Month-to-month,DSL,Credit card,1,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,74.06,363.23,Yes
10,Month-to-month,Fiber optic,Electronic check,0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,82.14,835.86,No
19,One year,Fiber optic,Credit card,0,Yes,No,No,Yes,No,No,No,Yes,No,Yes,80.98,1499.61,Yes
24,Two year,Fiber optic,Bank transfer,0,Yes,Yes,No,Yes,No,No,No,No,No,No,65.85,1596.31,Yes
35,Month-to-month,No,Electronic check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.1,705.08,No
27,Month-to-month,No,Bank transfer,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.84,583.78,No
0,Month-to-month,Fiber optic,Credit card,0,No,Yes,No,Yes,No,No,Yes,No,No,No,70.88,71.28,No
72,Two year,DSL,Electronic check,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,74.01,5251.35,No
0,Month-to-month,DSL,Electronic check,0,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,62.71,60.96,No
29,Month-to-month,DSL,Credit card,0,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,66.91,1897.46,No
38,One year,DSL,Mailed check,0,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,50.19,1957.49,No
0,Month-to-month,No,Mailed check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.49,20.2,No
24,Month-to-month,Fiber optic,Bank transfer,0,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,84.8,2102.31,Yes
15,Month-to-month,Fiber optic,Bank transfer,1,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,77.73,1221.24,Yes
8,Month-to-month,No,Electronic check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,22.83,182.35,No
39,Month-to-month,Fiber optic,Electronic check,0,No,Yes,No,Yes,No,No,No,No,No,No,63.4,2480.19,No
64,Two year,Fiber optic,Credit card,0,No,No,Yes,Yes,No,No,No,Yes,No,No,73.79,4677.92,No
50,One year,DSL,Mailed check,1,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,54.92,2800.72,No
35,One year,DSL,Bank transfer,0,Yes,No,No,Yes,No,Yes,No,No,No,No,49.51,1779.93,Yes
60,Two year,DSL,Credit card,0,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,58.25,3579.38,No
18,Month-to-month,DSL,Electronic check,0,Yes,No,Yes,Yes,Yes,No,No,No,No,No,52.64,904.85,No
26,Month-to-month,DSL,Credit card,0,Yes,No,No,No,No,No,Yes,No,No,No,51.65,1352.51,Yes
38,Two year,Fiber optic,Bank transfer,0,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,88.05,3456.05,No
0,Month-to-month,DSL,Credit card,1,No,No,No,Yes,No,Yes,No,No,Yes,No,54.33,54.95,No
60,One year,DSL,Electronic check,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,64.34,4050.23,No
38,One year,No,Electronic check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.63,711.52,No
27,Month-to-month,Fiber optic,Bank transfer,0,No,No,No,Yes,No,No,Yes,Yes,No,No,78.49,2181.27,No
7,Month-to-month,Fiber optic,Credit card,0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,82.07,552.72,No
14,Month-to-month,No,Credit card,0,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.4,258.87,No
42,Month-to-month,Fiber optic,Mailed check,0,No,No,No,Yes,No,No,Yes,No,No,Yes,77.33,3297.22,Yes
24,Month-to-month,Fiber optic,Mailed check,0,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,79.42,1846.94,No
53,Month-to-month,No,Electronic check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.51,1007.12,No
68,Two year,DSL,Bank transfer,0,No,No,Yes,Yes,Yes,No,No,No,Yes,No,64.66,4532.68,No
43,Two year,Fiber optic,Credit card,0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,92.91,4167.97,No
61,Two year,Fiber optic,Credit card,0,Yes,No,No,Yes,No,No,Yes,No,Yes,No,77.6,4531.13,No
45,Month-to-month,Fiber optic,Mailed check,0,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,81.64,3738.72,Yes
22,Month-to-month,No,Credit card,0,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.7,425.95,No
28,Month-to-month,DSL,Electronic check,0,No,Yes,Yes,Yes,No,No,No,No,No,No,44.19,1206.13,Yes
41,Month-to-month,Fiber optic,Mailed check,1,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,83.23,3278.03,No
16,Two year,Fiber optic,Mailed check,0,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,83.64,1344.32,No
29,Month-to-month,Fiber optic,Mailed check,0,No,Yes,Yes,Yes,No,Yes,No,No,No,No,68.56,2043.19,No
40,Month-to-month,Fiber optic,Bank transfer,0,No,Yes,No,Yes,No,No,No,Yes,No,Yes,70.9,2975.1,Yes
42,Two year,Fiber optic,Bank transfer,0,No,No,No,Yes,No,No,Yes,Yes,No,Yes,84.98,3423.81,No
35,Month-to-month,DSL,Electronic check,0,Yes,No,Yes,Yes,No,No,No,No,Yes,No,54.19,1923.61,No
18,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,103.26,1871.08,Yes
0,Month-to-month,Fiber optic,Mailed check,0,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,88.91,88.69,Yes
51,One year,DSL,Bank transfer,0,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,71.55,3611.16,No
54,Two year,Fiber optic,Mailed check,1,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,96.61,5149.16,Yes
17,Month-to-month,Fiber optic,Mailed check,0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,93.67,1653.33,No
64,Two year,Fiber optic,Electronic check,0,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,80.05,5342.68,No
39,Two year,Fiber optic,Bank transfer,0,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,87.28,3475.53,No
66,Two year,Fiber optic,Mailed check,0,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,92.69,6221.05,No
3,Month-to-month,DSL,Mailed check,1,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,58.24,169.3,Yes
42,Month-to-month,Fiber optic,Mailed check,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,80.38,3354.55,No
72,Two year,No,Electronic check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.59,1515.66,No
43,Month-to-month,DSL,Electronic check,0,No,No,No,Yes,Yes,No,No,Yes,Yes,No,69.06,2830.38,No
45,One year,Fiber optic,Electronic check,0,No,No,No,Yes,No,Yes,No,No,Yes,Yes,85.14,3758.31,No
31,One year,Fiber optic,Bank transfer,0,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,87.58,2647.64,No
6,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,Yes,No,Yes,No,No,No,Yes,75.72,471.75,Yes
42,Two year,Fiber optic,Electronic check,1,Yes,No,Yes,Yes,No,No,No,No,Yes,No,70.2,2963.73,No
51,Two year,DSL,Credit card,0,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,62.56,3069.57,No
27,One year,Fiber optic,Mailed check,0,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,76.91,2001.56,No
23,Month-to-month,No,Mailed check,1,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.92,466.51,No
41,Two year,DSL,Mailed check,1,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,52.92,2252.71,Yes
8,Month-to-month,DSL,Electronic check,0,Yes,No,No,Yes,No,No,Yes,No,Yes,No,54.54,450.34,Yes
32,One year,DSL,Electronic check,0,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,67.48,2079.45,No
42,Two year,DSL,Credit card,1,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,65.96,2798.38,No
33,One year,No,Mailed check,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.8,692.04,No
27,Month-to-month,No,Bank transfer,0,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,489.22,No
4,Month-to-month,Fiber optic,Credit card,0,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,86.35,345.8,Yes
0,Month-to-month,Fiber optic,Electronic check,1,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,94.55,91.8,Yes
15,Month-to-month,Fiber optic,Bank transfer,0,No,Yes,No,No,No,Yes,No,Yes,No,No,78.84,1156.3,Yes
0,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,95.43,91.05,Yes
59,One year,DSL,Mailed check,0,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,58.13,3368.23,No
7,Month-to-month,Fiber optic,Credit card,0,No,Yes,Yes,Yes,No,Yes,No,No,No,No,74.56,544.35,Yes
55,Two year,DSL,Electronic check,0,No,No,No,Yes,Yes,No,No,Yes,No,No,57.1,3204.41,No
61,Two year,DSL,Credit card,0,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,70.81,4411.95,No
0,Month-to-month,Fiber optic,Bank transfer,0,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,97.2,96.03,Yes
24,One year,DSL,Mailed check,0,No,Yes,Yes,Yes,No,Yes,No,No,No,No,50.29,1202.42,No
28,One year,Fiber optic,Electronic check,1,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,81.7,2197.93,Yes
31,Month-to-month,No,Bank transfer,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.62,594.01,No
47,Month-to-month,DSL,Mailed check,0,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,60.59,2952.01,No
72,Two year,Fiber optic,Electronic check,0,No,No,Yes,Yes,No,Yes,No,Yes,No,No,80.73,5571.85,No
72,Two year,DSL,Mailed check,0,No,No,Yes,Yes,No,No,Yes,Yes,No,No,60.6,4386.1,No
18,One year,Fiber optic,Electronic check,0,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,92.3,1602.53,Yes
40,Two year,DSL,Credit card,0,No,No,Yes,Yes,No,No,No,No,Yes,No,53.13,2054.03,No
72,Two year,DSL,Electronic check,0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,68.91,4863.47,No
42,Month-to-month,Fiber optic,Mailed check,0,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,83.22,3530.55,Yes
51,One year,DSL,Bank transfer,0,No,No,No,Yes,No,No,Yes,Yes,No,No,56.41,2934.12,Yes
31,Month-to-month,No,Bank transfer,0,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.26,621.47,No
47,Two year,DSL,Credit card,1,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,59.6,2697.1,No
45,Month-to-month,DSL,Credit card,0,No,No,No,Yes,No,No,Yes,No,Yes,No,58.45,2591.32,No
6,Month-to-month,DSL,Electronic check,1,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,69.77,416.47,No
28,Two year,Fiber optic,Mailed check,0,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,87.76,2377.76,No
31,Month-to-month,No,Bank transfer,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,573.96,No
45,Two year,No,Electronic check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,800.05,No
0,Month-to-month,Fiber optic,Bank transfer,0,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,84.26,85.25,No
68,Two year,Fiber optic,Electronic check,1,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,92.44,6541.08,No
25,Two year,Fiber optic,Credit card,0,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,85.2,2076.27,No
25,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,81.06,2084.55,Yes
47,Two year,Fiber optic,Mailed check,0,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,81.87,3923.22,No
44,Month-to-month,Fiber optic,Mailed check,0,No,No,Yes,Yes,No,No,No,Yes,Yes,No,79.06,3580.7,No
45,One year,DSL,Credit card,0,No,No,No,No,No,No,Yes,No,Yes,Yes,62.93,2923.38,No
55,One year,Fiber optic,Bank transfer,0,No,No,No,Yes,No,No,No,No,Yes,Yes,73.35,3984.83,No
37,Two year,Fiber optic,Credit card,0,No,No,No,Yes,No,No,No,Yes,No,Yes,75.29,2919.83,No
0,Month-to-month,DSL,Credit card,0,No,No,Yes,Yes,No,No,Yes,No,No,No,47.16,46.28,Yes
12,Month-to-month,Fiber optic,Electronic check,0,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,80.39,971.3,Yes
48,One year,Fiber optic,Electronic check,0,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,95.93,4515.69,No
39,One year,No,Electronic check,0,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.39,787.56,No
36,Month-to-month,No,Bank transfer,0,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.48,640.37,No
27,Month-to-month,DSL,Bank transfer,0,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,63.86,1682.99,Yes
1,Month-to-month,Fiber optic,Electronic check,0,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,81.3,81.0,No
61,Two year,Fiber optic,Credit card,0,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,83.56,5009.0,No
21,Month-to-month,No,Electronic check,0,No,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.88,445.88,Yes
38,Month-to-month,DSL,Bank transfer,0,No,No,Yes,Yes,No,Yes,No,No,No,Yes,54.59,2071.65,No
39,Two year,DSL,Mailed check,0,Yes,No,No,Yes,Yes,Yes,No,No,No,No,53.3,2011.19,No
7,Month-to-month,DSL,Mailed check,1,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,56.5,383.43,Yes
44,One year,Fiber optic,Electronic check,1,No,Yes,No,No,No,Yes,No,Yes,No,Yes,86.5,3882.33,No
41,Month-to-month,DSL,Bank transfer,1,Yes,Yes,No,Yes,No,No,No,No,No,No,48.73,2077.18,No
51,Two year,No,Bank transfer,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.89,975.84,No
48,One year,No,Electronic check,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.71,1020.23,No
55,Two year,Fiber optic,Mailed check,0,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,92.78,5284.26,No
17,Month-to-month,DSL,Bank transfer,0,No,No,No,Yes,No,No,No,No,No,No,45.41,792.89,No
36,Month-to-month,Fiber optic,Mailed check,0,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,80.72,3049.88,No
56,Two year,No,Bank transfer,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,25.52,1445.76,No
11,Month-to-month,Fiber optic,Mailed check,0,Yes,No,No,Yes,No,Yes,No,No,Yes,No,79.48,831.44,Yes
10,Month-to-month,DSL,Credit card,1,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,56.47,547.43,No
13,Month-to-month,Fiber optic,Bank transfer,0,No,No,Yes,Yes,No,No,No,No,No,Yes,73.57,974.45,Yes
43,Two year,DSL,Electronic check,1,Yes,Yes,No,Yes,No,No,No,No,No,Yes,53.85,2234.8,No
34,One year,DSL,Credit card,0,No,No,No,Yes,No,No,No,No,Yes,No,51.68,1773.21,No
39,One year,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,No,No,No,No,No,Yes,74.42,2839.26,Yes
43,One year,No,Credit card,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.13,767.12,No
2,Month-to-month,No,Bank transfer,0,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,23.07,44.56,No
11,Month-to-month,No,Electronic check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,22.53,247.43,Yes
12,Month-to-month,Fiber optic,Bank transfer,1,No,No,Yes,Yes,No,No,No,Yes,No,No,73.29,894.11,Yes
26,One year,DSL,Electronic check,0,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,63.38,1659.77,No
9,Month-to-month,DSL,Credit card,0,No,No,No,Yes,No,No,Yes,No,Yes,Yes,60.37,560.93,No
68,Two year,DSL,Credit card,1,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,66.35,4615.31,No
72,Two year,DSL,Bank transfer,0,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,67.05,4820.26,No
13,Month-to-month,DSL,Mailed check,0,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,60.74,778.35,No
27,One year,Fiber optic,Bank transfer,0,No,No,No,Yes,No,Yes,No,No,No,Yes,75.66,2130.53,No
17,Month-to-month,Fiber optic,Mailed check,0,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,95.13,1642.74,No
55,Two year,Fiber optic,Electronic check,0,No,No,No,Yes,No,Yes,No,No,No,Yes,75.27,4324.19,No
65,Two year,Fiber optic,Credit card,0,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,81.44,5233.04,No
48,Two year,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,77.23,3697.02,No
9,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,Yes,No,No,No,No,Yes,Yes,75.84,672.54,No
57,Month-to-month,No,Electronic check,0,No,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.54,1271.48,No
0,Month-to-month,DSL,Credit card,0,Yes,Yes,Yes,Yes,No,No,No,No,No,No,47.92,47.12,Yes
32,Month-to-month,Fiber optic,Credit card,0,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,86.29,2735.83,No
42,Month-to-month,No,Mailed check,0,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.21,756.24,No
14,Month-to-month,No,Electronic check,0,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.29,311.0,No
61,Two year,No,Credit card,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.56,1313.2,No
0,Month-to-month,No,Mailed check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.53,19.68,Yes
